EventNumber, Distance, COUNTER, INTERPOLATED, F3, FC5, AF3, F7, T7, P7, O1, O2, P8, T8, F8, AF4, FC6, F4, GYROX, GYROY
0, 103783584.0, 64, 153, 5912.05128560, 499.35896644, 3580.89743451, 521.92306901, 672.56409499, 4001.41025586, 6055.76923459, 5248.84615593, 5470.64102822, 1966.92307206, 7768.97436641, 4742.17948823, 3891.28205052, 2859.48717657, 245, 149
0, 103786136.0, 6, 56, 4439.87179529, 1812.05127691, 6671.02564617, 5274.10256626, 1752.69230242, 7749.48718693, 1987.05127726, 6455.25641492, 5932.56410611, 2240.76922653, 2143.71794427, 6894.35897999, 3729.74358864, 8392.82052158, 237, 225
0, 103788792.0, 34, 115, 4192.94871781, 4960.64102717, 5480.25641283, 293.07691467, 3958.46153784, 4713.46153944, 2422.56409868, 7817.05128963, 3904.35897360, 7084.87180085, 5452.05128463, 4388.20512849, 5656.15384915, 3754.48717845, 143, 172
0, 103793912.0, 181, 218, 3199.48717727, 7298.07692954, 3087.17948475, 6359.10256855, 1632.69230214, 6387.05128657, 559.35896658, 8088.07693121, 4371.79487208, 4540.00000063, 6352.05128650, 5568.07692586, 6856.15385165, 2532.43589383, 178, 154
0, 103796464.0, 98, 34, 6420.89744049, 7751.79487923, 6720.76923598, 5741.53846467, 6697.30769752, 5064.10256584, 3364.35897249, 297.94870961, 8249.74359822, 4288.33333341, 4198.33333320, 7571.28205830, 3418.33333160, 4349.61538483, 76, 52
0, 103799024.0, 158, 140, 437.43588938, 2037.17948253, 4901.02564242, 2621.28204781, 7353.58975019, 6252.82051706, 7574.87180189, 4422.17948753, 5636.79487472, 2090.76922619, 2107.69230318, 2394.61538066, 6805.12821055, 5650.38461838, 115, 28
0, 103801584.0, 240, 228, 438.46153040, 505.12819721, 1606.41025079, 994.87178800, 7727.17949455, 762.56409520, 4549.61538524, 4668.58974450, 3895.89743514, 2800.64102259, 5670.89743889, 4125.89743562, 2487.17948343, 898.84614676, 190, 133
0, 103804144.0, 137, 205, 2130.89743138, 673.97435140, 7708.97436627, 3816.53846064, 5790.25641353, 673.33332576, 381.66665847, 2634.99999660, 5163.33333528, 3113.33333091, 4778.46153958, 16.53845258, 359.99999173, 3891.15384539, 36, 213
0, 103806696.0, 105, 137, 251.28204281, 5734.48718262, 2120.38461087, 833.33332611, 3261.15384407, 3695.51281934, 1283.07691683, 7278.84616024, 4595.12820590, 5127.82051470, 8355.00000869, 7304.23077570, 3939.87179425, 6628.20513321, 248, 115
0, 103809256.0, 65, 109, 3459.87179321, 928.20512119, 6460.25641492, 2687.69230436, 5810.89743924, 5303.97436120, 210.76922223, 8355.38462407, 2271.92307276, 3055.38461289, 1391.28204524, 6021.66667042, 1048.58973678, 34.35896547, 46, 59
0, 103814368.0, 170, 9, 3930.76923008, 219.23076069, 7680.64103294, 3028.97435641, 936.66665965, 1277.94871163, 2324.61538052, 4585.38461608, 3433.46153673, 6607.82051783, 5817.30769565, 5191.92307894, 528.07691523, 190.89742728, 4, 64
0, 103816928.0, 207, 136, 420.76922264, 1672.43589195, 4727.82051387, 7417.43590418, 1034.99999319, 6422.82051741, 2278.33332917, 3575.12820367, 7426.41026315, 3614.87179356, 7995.12821305, 7785.00000751, 4470.51282100, 812.43589014, 130, 217
0, 103819480.0, 115, 196, 1014.48717261, 2867.69230478, 3651.15384491, 1720.51281517, 5509.48718213, 950.89742888, 2689.61538128, 4212.94871788, 3886.79487103, 1011.02563415, 3518.97435745, 5388.20513064, 8206.41026482, 6096.66667056, 53, 161
0, 103822040.0, 155, 166, 7047.56410847, 976.79486485, 7625.76923793, 7220.76923710, 5068.46154020, 1350.64101953, 180.64101703, 6847.30769780, 6488.84615858, 5517.69231041, 7202.17949344, 3578.46153708, 5462.30769488, 69.23076041, 56, 14
0, 103827152.0, 187, 87, 13.07691412, 2940.51281774, 370.25640206, 5426.66666917, 7580.51282753, 2331.79486777, 2432.17948336, 4628.84615468, 1829.35896922, 5486.02564367, 2375.89743194, 1282.94871170, 4758.20512925, 5519.10256682, 138, 60
0, 103829704.0, 234, 167, 1193.58973713, 29.87178591, 3929.61538392, 966.28204434, 1237.82050643, 3869.48717866, 5554.87179766, 676.15383858, 7119.48718554, 7290.89744236, 4364.35897457, 5916.92308047, 6196.79487590, 925.64101863, 255, 93
0, 103834720.0, 27, 174, 7078.33333931, 5463.46154104, 3628.71794740, 4520.38461594, 4319.48717963, 3882.17948642, 3040.25640769, 902.30768522, 4941.41025787, 5562.17948996, 4905.64102703, 2776.28204816, 1424.99999403, 26.92306796, 229, 68
0, 103837280.0, 154, 178, 8298.46154701, 7320.25641679, 4280.51282059, 4707.30769328, 554.87178702, 8273.84616240, 1996.15384136, 3871.15384532, 4607.94871872, 7163.20513439, 5727.17949031, 7398.33334001, 1287.17948093, 6785.51282587, 165, 157
0, 103839840.0, 240, 237, 4833.71794997, 3002.94871531, 3958.20512758, 5395.38461782, 4351.15384637, 1661.92307144, 7275.76923717, 1918.58973866, 2752.82050963, 2862.17948426, 7437.43590418, 6554.10256897, 2344.10256008, 3259.87179279, 53, 25
0, 103844856.0, 66, 251, 4289.23076930, 389.48717129, 158.20511952, 7730.76923814, 379.10255591, 418.07691495, 391.02563283, 2008.46153374, 5830.38461872, 5143.84615573, 3378.97435710, 2861.79486888, 8264.74359822, 7796.28205879, 159, 39
0, 103847408.0, 75, 242, 7890.51282823, 4945.00000146, 7844.35898201, 7067.43590342, 6908.33333897, 4693.46153944, 5735.89743903, 5642.05128497, 2282.69230353, 4080.76923043, 3099.10256167, 5080.76923251, 4589.35897506, 1039.74358294, 32, 46
0, 103849968.0, 75, 186, 4362.56410278, 5184.10256605, 2580.25640672, 2931.15384338, 1133.71794212, 2550.89743229, 361.79486360, 7439.23077597, 106.53845279, 4142.56410236, 2970.12820242, 7176.92308311, 2560.51281697, 1024.99999319, 140, 178
0, 103852520.0, 113, 103, 2018.58973887, 2512.69230401, 5957.94872157, 7663.33334056, 2127.43589292, 8255.51282899, 1523.07691731, 8287.69231624, 4958.84615538, 5507.94872059, 7984.61539254, 3222.94871580, 2477.82050907, 1677.56409715, 101, 45
0, 103857536.0, 181, 225, 8065.38462345, 367.30768411, 1512.30768654, 2566.02563749, 5375.25641262, 7846.15385380, 5455.76923334, 3069.10256160, 6136.53846550, 2022.56409784, 6040.25641408, 1782.43589223, 4625.38461615, 7467.82051963, 18, 50
0, 103860096.0, 186, 117, 489.10255612, 5198.46154048, 4909.87179627, 4465.12820562, 5481.92307957, 339.87178661, 3144.74358738, 1481.66666083, 3236.02563888, 7495.25641714, 166.79486318, 4996.66666827, 6142.43590147, 3761.28205024, 58, 93
0, 103862552.0, 118, 9, 6762.30769766, 5393.33333577, 2635.64102224, 3603.84615246, 5329.74359204, 4611.53846231, 2513.46153478, 4306.15384630, 2095.38461080, 863.07691592, 5128.58974547, 2933.84615107, 4340.76923098, 3708.84615274, 92, 57
0, 103865112.0, 250, 202, 7221.28205761, 5639.61538754, 5273.20513036, 600.12819742, 5993.46154215, 4562.43589813, 7827.94872553, 3709.23076812, 1151.28204475, 2479.35897061, 2218.84614954, 2965.38461268, 3578.46153708, 1246.28204489, 244, 204
0, 103870128.0, 135, 112, 2756.53845835, 8367.17949587, 3468.84615218, 4510.89743646, 2539.48717588, 3278.33333125, 63.20511931, 7281.28205768, 5661.28205427, 121.53845279, 7922.56411035, 5950.51282413, 92.56409374, 7938.33334112, 215, 216
0, 103872680.0, 95, 142, 5032.30769398, 4843.84615510, 779.48717213, 1573.71794302, 1003.20512133, 6468.71795345, 7341.15385269, 4543.97435960, 3430.51281878, 7164.87180106, 7272.05128845, 6131.79487576, 1795.51281531, 6842.69231319, 146, 186
0, 103875144.0, 95, 78, 4510.12820569, 5236.41025850, 7078.20513418, 5185.51282246, 3504.48717789, 5274.23077139, 2875.38461247, 354.74358148, 519.87178695, 6781.28205664, 3056.92307443, 6933.97436468, 1192.05127559, 7409.74359642, 164, 87
0, 103877696.0, 64, 76, 5029.23077090, 4449.87179529, 2852.69230471, 4453.46153888, 440.38460733, 969.61537767, 839.74358252, 741.28204385, 5117.30769412, 7952.05128991, 7764.48718693, 5798.46154173, 3909.35897367, 8269.10257258, 151, 42
0, 103880160.0, 222, 54, 4598.71794949, 6028.71795247, 1158.71794219, 4242.69230770, 6208.97436315, 3945.89743528, 1197.56409611, 5035.89743757, 5746.41025961, 3374.23076736, 1283.33332708, 801.53845425, 1631.79486624, 7248.33333966, 38, 227
0, 103885176.0, 184, 59, 229.10255556, 5625.76923369, 2798.97435592, 2806.02563797, 3786.02564006, 5925.89743945, 680.76922320, 7719.35898173, 3842.17948635, 1516.66666090, 25.38460642, 7146.92308304, 821.66665944, 2391.15384220, 179, 204
0, 103887640.0, 200, 83, 874.74358259, 5373.20513057, 7102.69231374, 2486.28204753, 3845.25640943, 8172.05129032, 2716.15384289, 5373.33333570, 6909.35897999, 1737.17948183, 2509.99999632, 7714.87180224, 4003.58974304, 1553.20512251, 120, 64
0, 103890096.0, 90, 128, 6653.58974867, 953.71794177, 8318.84616247, 1919.61537969, 4523.07692364, 662.82050525, 3775.51281954, 6086.66667056, 6269.48718380, 4641.28205212, 544.61537677, 7478.58975040, 3421.28204955, 5149.48718137, 93, 201
0, 103892656.0, 133, 132, 515.51281260, 2654.61538121, 5134.87179675, 1577.30768668, 1992.17948239, 6142.56410660, 2328.46153437, 3272.82051074, 1832.43589230, 8346.66667536, 4064.23076882, 8336.28205990, 7989.23077716, 5171.02564298, 73, 211
0, 103897576.0, 98, 119, 2639.61538121, 2015.89743118, 2680.76922744, 1867.94871288, 828.33332611, 7751.02564846, 2711.15384289, 3108.97435655, 935.64101863, 3123.33333097, 3896.15384539, 343.97435071, 3408.71794692, 3058.33333084, 158, 11
0, 103900040.0, 55, 121, 3101.66666424, 1031.92307012, 1050.38460865, 5255.00000216, 8287.82052137, 3591.15384477, 6252.69231193, 5183.71795067, 2053.58973894, 5446.66666917, 6489.35897909, 7418.20513495, 880.51281336, 1686.28204587, 244, 79
0, 103904968.0, 41, 124, 3647.30769106, 5378.84615621, 3425.64102391, 233.84614537, 2052.05127740, 2381.02563707, 6486.92308165, 2278.71794455, 1071.66665993, 2441.79486798, 3753.07692204, 2440.64102182, 414.87178675, 4180.12820499, 76, 231
0, 103907432.0, 125, 187, 4404.10256445, 5453.71795129, 4353.58974380, 3114.99999757, 1867.82050775, 6599.48718449, 2580.64102210, 6992.69231353, 766.02563366, 7689.35898166, 1153.58973706, 259.87178640, 6423.20513280, 962.69230075, 78, 77
0, 103912264.0, 103, 95, 7246.53846787, 5070.00000174, 1032.17948037, 324.10255577, 7407.56410924, 1206.79486534, 1620.25640470, 6165.12820916, 8026.41026441, 2043.33332868, 5802.43590071, 7879.74359746, 8082.43590557, 1998.46153367, 217, 25
0, 103914728.0, 105, 218, 6960.64103141, 1265.25640394, 5954.23077285, 4389.87179515, 8334.61539324, 6022.30769606, 4717.17948816, 5731.79487493, 693.97435147, 4181.41025628, 5343.84615614, 3738.97435787, 6350.12820958, 6327.94872233, 131, 35
0, 103919560.0, 23, 17, 1083.71794205, 7229.74359607, 1596.41025079, 1132.17948058, 1165.64101911, 5420.51282302, 46.53845265, 6598.71795372, 1326.66666049, 4224.87179481, 6676.79487694, 6345.12820958, 1432.30768634, 4472.94871844, 235, 48
0, 103924304.0, 95, 98, 6189.10256821, 8200.89744424, 2214.61538031, 7548.46154541, 8306.28205990, 6212.30769648, 2109.23076472, 4593.71794942, 6998.46154430, 2839.74358676, 6516.79487659, 4981.92307846, 4014.23076875, 5520.12820784, 0, 213
0, 103926776.0, 227, 242, 5140.00000188, 7210.64103190, 3721.66666556, 4905.64102703, 3648.33333209, 3469.87179321, 4575.76923147, 7488.97436586, 7959.10257196, 5659.74359274, 1631.28204573, 3472.17948552, 1930.25640533, 8387.69231645, 1, 150
0, 103929144.0, 135, 238, 601.02563332, 6556.79487666, 4138.07692287, 3677.05128087, 3455.25640859, 814.23076194, 4015.51282003, 2841.79486881, 1848.58973852, 1395.38460934, 3241.41025426, 7358.20513481, 4302.82051296, 1045.25640345, 15, 66
0, 103931520.0, 243, 136, 3709.61538351, 6687.82051797, 1968.20512334, 7596.66667376, 4694.87179585, 5913.84615739, 8035.38462338, 158.20511952, 1188.71794226, 5834.48718283, 68.07691426, 7702.43590474, 3740.76922966, 6507.17949198, 240, 197
0, 103936264.0, 109, 195, 149.87178619, 1354.61537850, 2374.35897040, 2383.97435502, 6924.87180050, 7277.43590383, 1275.25640394, 3718.33333223, 770.25640289, 1516.28204552, 3956.02564040, 5739.23077236, 3388.20512640, 3908.20512751, 58, 96
0, 103938640.0, 143, 7, 61.41024752, 2141.15384171, 6942.17949288, 4003.33333278, 495.76922285, 2174.99999563, 2741.02563783, 7745.51282788, 7095.00000605, 6822.82051824, 7991.66667459, 2713.84615058, 7479.35898117, 6878.07692864, 253, 213
0, 103943288.0, 69, 56, 633.71794108, 3235.25640811, 1554.74358405, 4204.99999993, 6416.02564562, 3162.69230540, 6366.53846599, 4812.30769349, 596.79486409, 876.02563387, 1667.05127657, 4531.41025704, 5829.61538795, 5896.28205476, 247, 194
0, 103948040.0, 211, 20, 6259.48718373, 7322.17949372, 3024.23076666, 3862.43589661, 86.15383733, 4023.97435849, 6171.92308103, 3729.99999889, 5225.25641234, 6708.58974881, 524.48717157, 1406.15384011, 1681.28204587, 3977.56410201, 198, 12
0, 103950328.0, 28, 1, 388.07691488, 4872.17948850, 7981.02564895, 2747.43589424, 7416.53846821, 84.35896554, 3855.89743507, 8227.69231610, 3971.02564040, 3285.38461337, 5005.38461699, 1717.17948183, 1397.30768627, 3555.64102419, 191, 103
0, 103952704.0, 102, 6, 644.61537698, 7604.10257119, 1841.92307185, 4073.58974325, 3687.82051164, 6655.00000508, 2665.76922744, 1723.71794337, 7861.41026406, 289.10255570, 3224.99999785, 2302.30768821, 1459.99999410, 6899.23077486, 155, 51
0, 103957264.0, 131, 143, 4859.87179620, 3636.66666535, 2157.56409812, 4765.00000112, 7112.05128810, 2724.74358655, 4670.89743680, 6840.64103113, 1904.74358481, 7101.66667272, 4801.53846272, 1141.15383956, 6731.15385144, 4272.69230777, 161, 237
0, 103959648.0, 198, 251, 110.89742715, 4540.76923140, 7982.17949510, 396.02563290, 5046.79487347, 5203.33333535, 4836.15384741, 1496.66666083, 638.33332569, 6799.23077465, 2052.82050817, 1174.35896783, 903.46153138, 3065.51281802, 204, 242
0, 103964216.0, 134, 222, 6368.46154298, 865.89742874, 1248.07691676, 8024.74359774, 3561.15384470, 7192.05128831, 5143.97436085, 912.17948010, 5057.43589918, 1081.92307019, 2812.56409951, 1053.33332660, 1890.51281551, 5704.48718255, 95, 58
0, 103966496.0, 33, 77, 3067.82051032, 6536.41026128, 8313.97436759, 8134.48718769, 3337.69230575, 6068.20513203, 5700.12820819, 2293.58973942, 1077.17948044, 2698.46153520, 2300.12820103, 256.28204281, 7738.33334070, 4683.46153937, 48, 17
0, 103968784.0, 102, 132, 4687.30769321, 196.28204267, 1771.66666139, 613.71794101, 3127.82051046, 7534.10257106, 1758.84614857, 5778.84615712, 5029.35897603, 4954.48718095, 604.35896665, 5577.82051560, 1628.46153291, 7446.53846828, 116, 17
0, 103973352.0, 246, 218, 5804.87179814, 6942.94872365, 4395.64102592, 636.79486416, 7213.33333959, 7056.41026239, 4044.10256369, 338.71794045, 6660.51282559, 4430.00000035, 6993.84615969, 666.15383858, 2249.87179064, 1900.51281551, 101, 115
0, 103975640.0, 199, 182, 109.48717074, 6975.76923654, 191.28204267, 6658.33333841, 6010.25641401, 4621.02564179, 2754.23076604, 7136.15385227, 1720.12819978, 826.02563380, 7971.66667452, 7181.79487798, 3211.53845932, 3767.05128101, 29, 137
0, 103980120.0, 235, 33, 7097.82051887, 802.05127476, 2420.38461150, 7910.51282830, 7456.79487861, 7528.07693003, 8160.38462366, 6027.43590119, 2069.48717490, 3887.17948642, 38.20511931, 5177.94871990, 1491.41025058, 2324.48717539, 115, 43
0, 103982312.0, 236, 141, 6371.28205580, 6693.58974874, 8334.87180349, 6165.00000403, 428.58973553, 4432.94871837, 7364.10257071, 4884.87179620, 435.12819707, 6720.25641547, 4290.51282059, 5224.74359183, 4797.69230888, 5145.00000188, 230, 66
0, 103986792.0, 255, 115, 4101.41025607, 6996.92308276, 2799.99999695, 7118.58974964, 6637.30769738, 5028.33333500, 4342.56410278, 2396.15384227, 3924.87179418, 498.97435106, 5006.66666827, 4914.35897575, 3746.92307588, 2469.87179112, 167, 77
0, 103989080.0, 142, 130, 7246.53846787, 1998.71794393, 2766.92307380, 2555.76922716, 6356.66667112, 5499.23077188, 6856.02564652, 4370.12820541, 1951.92307206, 7672.30769954, 6798.46154389, 2609.23076576, 6453.71795338, 398.97435085, 82, 49
0, 103993472.0, 166, 120, 6435.38462004, 4076.66666632, 320.51281218, 12.43588848, 574.23076145, 2411.92307304, 8248.84616233, 5751.92308012, 5112.82051463, 7417.94872469, 6159.87179891, 4665.38461629, 5356.53846390, 6684.61538976, 102, 63
0, 103997960.0, 51, 237, 887.82050574, 4983.20512974, 5240.12820722, 1498.58973776, 5497.17948982, 65.76922195, 3076.53845904, 3914.23076854, 2489.99999625, 8179.87180321, 3922.56410187, 2015.12820041, 4000.25640970, 6036.53846529, 15, 161
0, 104002352.0, 77, 40, 3680.76922959, 5347.94872025, 1109.23076256, 997.94871107, 8154.87180314, 7909.23077695, 7602.69231478, 3756.92307588, 2788.71794559, 1415.38460941, 4584.48718019, 6903.58974922, 623.46153075, 2968.71794601, 126, 178
0, 104004552.0, 11, 216, 3616.41025509, 4155.51282031, 2995.64102300, 4621.92307769, 6785.51282587, 7787.56411007, 139.23076055, 8020.51282851, 590.64101786, 6187.56410667, 6337.94872240, 3117.30768988, 6876.92308249, 6861.53846710, 162, 153
0, 104009320.0, 188, 98, 2490.89743215, 6788.84615920, 3421.79487006, 4320.38461553, 4096.79487145, 7678.71795595, 2057.17948253, 1175.25640373, 4913.97436037, 8054.35898242, 2844.23076625, 5460.00000257, 986.02563415, 4106.92307665, 152, 175
0, 104013248.0, 123, 144, 4566.15384685, 3851.66666584, 3715.64102453, 3222.30769016, 2046.79486714, 3983.20512765, 3077.94871545, 4690.64102655, 3216.79486964, 3300.51281850, 900.64101856, 8337.05129074, 2137.94871351, 5427.82051533, 160, 204
0, 104015344.0, 3, 128, 7187.05128824, 1409.61537857, 5254.87179703, 5276.66666882, 6341.53846599, 2362.17948315, 1741.15384088, 4453.84615427, 897.30768522, 6790.25641561, 4812.69230888, 2111.66666215, 4587.82051352, 3645.38461414, 125, 191
0, 104019648.0, 16, 174, 7404.48718616, 7931.28205907, 4111.66666639, 3542.17948565, 8387.82052158, 3982.43589688, 2521.41025273, 770.76922341, 5188.20513022, 4142.56410236, 4930.51282198, 4083.71794837, 750.64101821, 8021.41026441, 3, 244
0, 104021752.0, 68, 221, 7183.71795491, 483.07691509, 7186.28205747, 6503.07692788, 3989.99999945, 2388.71794476, 896.15383907, 7470.25641707, 6747.69231298, 4339.23076944, 7032.05128796, 1464.35896846, 4800.51282170, 6783.07692843, 155, 180
0, 104026056.0, 163, 100, 7747.56411000, 6835.25641575, 1274.48717317, 2872.05127914, 6687.82051797, 2098.07691849, 6027.56410632, 6349.61538907, 2039.10255945, 3507.94871635, 2375.89743194, 2147.69230325, 734.10255667, 2563.07691954, 39, 249
0, 104028168.0, 117, 215, 7563.71795574, 2736.92307373, 8051.41026447, 46.66665778, 6115.51282448, 526.92306907, 2979.48717678, 6517.30769711, 2987.69230506, 2915.25640741, 7019.87180071, 834.35896714, 4809.74359093, 6259.10256835, 158, 15
0, 104032376.0, 134, 57, 2044.48717484, 6924.87180050, 5750.51282371, 1876.15384115, 7213.97436523, 3982.43589688, 6086.02564492, 638.58973595, 6023.71795247, 4221.15384609, 4089.99999966, 335.89742763, 2329.74358565, 1814.48717435, 166, 48
0, 104036584.0, 60, 78, 4282.69230777, 1322.30768613, 2217.69230339, 7000.25641610, 824.61537739, 7561.41026343, 5781.15384942, 5358.20513057, 4403.71794907, 933.07691606, 26.28204232, 1675.76922535, 7391.02564770, 5540.51282323, 50, 41
0, 104038696.0, 141, 86, 8052.69231576, 2812.30768925, 8149.10257238, 6650.12821020, 546.15383831, 5038.71795039, 5163.20513015, 5196.66666869, 4594.87179564, 3111.28204885, 7150.89744202, 3035.12820256, 1272.56409624, 5903.33333681, 237, 220
0, 104042912.0, 120, 235, 6321.15385054, 2947.17948440, 3144.23076687, 7432.30769905, 7290.64103211, 5737.05128518, 5962.82051644, 6662.94872309, 2580.89743236, 5724.10256723, 3917.05128136, 121.28204253, 3053.20512571, 6243.97436322, 240, 150
0, 104045016.0, 42, 169, 6409.48718408, 7770.38462282, 5957.43590105, 7706.79487909, 8364.87180356, 472.94870996, 1328.71794254, 7254.74359614, 959.61537767, 934.23076222, 1234.48717310, 3588.46153708, 1187.94871149, 6235.00000417, 49, 5
0, 104049144.0, 103, 134, 3741.92307588, 1825.38461025, 1715.51281517, 8041.15385422, 6562.17949205, 730.64101821, 2715.89743264, 7637.30769947, 6965.64103141, 6672.56410771, 1953.71794386, 577.17947940, 8100.89744403, 2310.76922667, 91, 51
0, 104051152.0, 220, 111, 1982.30768752, 1709.10255876, 7925.25641804, 6119.74359371, 4683.07692398, 7186.66667285, 5945.76923439, 1081.79486506, 5600.51282337, 6796.66667209, 3089.99999757, 5656.53846453, 7289.10257057, 2070.51281593, 68, 22
0, 104055280.0, 23, 67, 7967.30770016, 1262.94871163, 6841.41026190, 2562.82050928, 6472.69231242, 2402.43589355, 6886.53846710, 363.07691488, 432.69229964, 2982.82051011, 3708.33333216, 7176.79487798, 3363.33333146, 5023.97436065, 80, 176
0, 104063432.0, 94, 21, 3468.20512654, 5406.28205372, 7422.30769905, 5528.07692579, 4203.20512814, 4252.69230770, 5014.48718109, 6889.23077479, 614.48717178, 561.79486402, 39.48717060, 3046.15384359, 74.74358092, 2382.82050886, 197, 246
0, 104069480.0, 45, 58, 7960.25641811, 5390.64102808, 7285.64103204, 3146.66666431, 5369.23077160, 3697.82051164, 7783.20513571, 8398.71795748, 4614.48718026, 2627.94871455, 2967.94871524, 164.87178626, 6965.64103141, 2996.92307429, 131, 80
0, 104075536.0, 222, 66, 7574.74359677, 1075.25640352, 2302.56409847, 698.58973609, 4282.56410264, 2963.20512550, 2307.05127796, 71.66665785, 7680.00000730, 1256.15383983, 1196.53845508, 6785.38462074, 7933.71795650, 2476.41025266, 190, 78
0, 104083408.0, 147, 157, 2331.92307290, 3584.10256272, 5177.94871990, 7743.97436634, 5990.25641394, 3747.05128101, 2116.28204677, 1831.15384102, 8030.12821312, 1513.58973783, 2573.58974005, 4891.15384755, 4808.97436016, 1092.69230103, 95, 20
0, 104087352.0, 80, 86, 2182.43589306, 5789.35897763, 8180.12821347, 1262.56409624, 6638.84615892, 1174.10255757, 4300.64102578, 5563.33333612, 1569.35896866, 4448.07692350, 2519.23076555, 3822.69230679, 3977.94871740, 1403.07691704, 234, 187
0, 104091296.0, 157, 153, 8164.87180314, 3108.71794629, 6431.28205587, 3941.15384553, 6905.76923640, 3670.76922952, 2455.51281669, 7505.51282740, 6383.97436349, 5916.02564457, 1794.35896915, 7141.66667279, 2707.43589417, 3175.25640797, 162, 40
0, 104095144.0, 199, 118, 6959.10256987, 8259.35898284, 110.89742715, 6030.64102940, 1230.51281412, 7626.41026357, 4471.66666716, 2048.33332868, 4079.99999966, 2170.12820075, 6901.02564666, 2360.76922674, 8089.87180301, 3493.07692148, 85, 56
0, 104097072.0, 181, 247, 1706.02563561, 2069.35896978, 3576.41025495, 6039.23077306, 2383.46153450, 1433.97435300, 3553.33333188, 7080.64103162, 4004.99999952, 299.74358141, 7750.00000744, 7377.30769891, 1087.30768564, 223.84614530, 40, 97
0, 104102840.0, 211, 220, 4554.61538524, 1851.02563596, 4121.79487152, 439.10255605, 7812.30769989, 1914.48717456, 2495.64102196, 1444.87178897, 4029.35897388, 389.10255591, 1910.38461045, 1414.23076326, 2652.05127865, 5956.28205490, 229, 154
0, 104106696.0, 193, 207, 7832.69231527, 3602.82051143, 4938.58974505, 3581.53846015, 6597.30769731, 6390.76923529, 7480.64103245, 146.53845286, 4558.46153909, 5293.07692530, 4666.53846245, 4791.02564214, 7840.64103322, 6037.17949094, 51, 170
0, 104108616.0, 104, 27, 8006.92308485, 3938.20512751, 7657.43590467, 4321.53846168, 2227.69230339, 5839.35897770, 6953.71795442, 2915.51281767, 7003.71795456, 5143.07692496, 4254.10256411, 8363.71795741, 5240.64102773, 5343.46154076, 3, 78
0, 104112376.0, 215, 168, 7338.33333987, 4721.66666764, 5574.35897714, 6553.58974846, 4813.33333452, 4358.07692329, 4313.71794886, 2844.35897137, 1029.87178807, 6090.89743979, 5346.02564332, 3546.15384470, 6402.56410715, 111.53845279, 167, 176
0, 104116136.0, 205, 7, 1873.71794372, 3596.28204990, 3028.84615128, 5383.71795115, 3449.99999834, 6052.94872177, 6900.89744153, 5093.07692489, 151.15383747, 5284.61538684, 4168.97435884, 6247.56410681, 6303.71795310, 3303.20512619, 35, 0
0, 104119888.0, 165, 181, 3480.25640866, 7888.07693079, 8174.23077757, 5961.15384977, 2061.66666201, 4651.66666750, 2800.89743284, 7084.35898034, 6688.33333848, 4778.07692419, 3228.46153631, 7340.51282705, 717.94871045, 8366.41026510, 154, 133
0, 104121816.0, 13, 158, 4823.58974477, 2408.84614996, 1635.12819957, 4390.12820541, 6226.28205546, 7462.94872476, 2179.23076486, 1935.12820020, 3348.46153659, 3484.35897276, 7459.74359656, 5422.69231020, 4426.79487215, 7078.97436495, 187, 249
0, 104125480.0, 98, 34, 7502.94872483, 1580.89743027, 5102.69230950, 2270.76922660, 910.76922369, 5048.84615552, 8290.25641881, 7426.92308367, 7975.64103357, 912.82050574, 7757.05128949, 2192.56409819, 2714.35897110, 2900.12820228, 83, 149
0, 104129240.0, 43, 84, 7437.69231444, 2975.25640755, 4865.89743722, 7429.23077597, 2735.76922758, 5280.76923293, 168.33332472, 4812.69230888, 2378.58973963, 2107.56409805, 2795.51281746, 4883.97436030, 7466.15385297, 3444.23076750, 149, 101
0, 104131064.0, 147, 171, 1790.51281531, 4431.02564145, 576.79486402, 882.94871080, 281.79486339, 7143.33333945, 80.51281169, 3231.41025426, 1148.33332674, 8305.12821375, 515.25640234, 5680.51282357, 3205.76922855, 3918.58974290, 48, 53
0, 104136528.0, 180, 226, 6541.28205615, 5589.48718234, 7978.97436690, 3966.79487117, 1254.48717317, 6828.97436447, 2586.15384261, 7201.92308318, 1480.76922494, 1057.94871121, 4958.07692461, 4491.79487229, 7703.71795602, 5510.51282316, 117, 194
0, 104138352.0, 234, 54, 3078.20512571, 2643.33332993, 175.51281190, 1704.35896894, 6792.05128741, 4248.07692308, 7209.87180113, 8383.97436773, 1520.76922501, 1825.25640512, 1762.30768703, 3481.02563943, 5768.46154166, 5436.28205379, 61, 65
0, 104141896.0, 119, 134, 7780.51282802, 884.23076208, 99.99999125, 864.87178772, 1314.74358356, 6730.64103093, 5346.28205358, 4217.69230763, 2923.33333056, 7006.66667251, 245.38460691, 1839.48717442, 1531.66666090, 6213.07692725, 244, 100
0, 104145544.0, 182, 2, 4724.48718046, 3508.07692148, 2468.20512446, 4330.12820527, 4712.05128303, 2511.15384247, 4166.28205108, 6759.48718477, 3767.94871691, 4792.94871913, 4248.46153847, 4599.74359051, 191.15383754, 7219.74359600, 24, 46
0, 104149088.0, 242, 88, 1727.30768696, 144.74358106, 6608.07692808, 4464.35897485, 3791.79487083, 4759.35897547, 791.53845425, 6682.56410771, 93.20511938, 708.97435147, 7292.30769877, 6545.12821000, 1052.43589070, 1994.61537982, 53, 104
